document,연번,소재지,업태,업종,전화번호,업소명,category,source_file,카페명,경도,순번,위도,상세페이지 링크,주소,음식점명,제목,상세정보,링크,설명,이름,특칭,대주제,중주제,소주제,읍면,경로당명,주 소,설치일자,작품분류,작품명,건축물위치(미술작품 설치장소),체육시설명,시설위치,세부용도,사용승인일,지상,연면적합계(제곱미터),구분,세대수,아파트 단지명,위 치(도로명 주소),동수,지하,건축면적(제곱미터),시군구,시도,사대수,부지면적(제곱미터),소유기관,거리(미터),연면적(제곱미터),면적(제곱미터),사대폭(미터),시설명,관리주체,영업자,설치연도,설치 업체명,시군명,데이터 보관 관리 방식,미세먼지 및 오존 농도값 표출 방식,설치 장소,의료기관종별,의료기관주소(도로명),의료기관전화번호,의료기관명,사무소전화번호,중개업소명,사무소주소(도로명),등록번호,충전소명,이용가능종료시각,충전소위치상세,소재지도로명주소,이용가능시작시각,시도명,관리업체명,관리업체전화번호,충전요금(킬로그램당),참고사항,소재지지번주소,비고,휴점일,시군구명,행정동,관리단체,설치장소,소재지전화,업종명,영업소 주소(도로명),읍면별,인구수,여,남,단체대표,회원수,단체명,기관명,프로그램명,모집정원,상호,시설소재지(주소),현원(명),정원(명),연락처,잡종지_지번수,하천_면적,과수원_지번수,철도용지_지번수,목장용지_지번수,답_면적,도로_면적,철도용지_면적,체육용지_지번수,유지_면적,구거_지번수,유지_지번수,종교용지_지번수,주차장_면적,대_면적,공원_지번수,제방_지번수,주차장_지번수,도로_지번수,사적지_지번수,묘지_면적,공원_면적,과수원_면적,목장용지_면적,광천지_지번수,창고용지_면적,임야_면적,수도용지_면적,하천_지번수,체육용지_면적,양어장_지번수,주유소용지_면적,전_면적,광천지_면적,주유소용지_지번수,염전_면적,유원지_지번수,공장용지_면적,학교용지_지번수,학교용지_면적,전_지번수,묘지_지번수,종교용지_면적,사적지_면적,구거_면적,잡종지_면적,염전_지번수,임야_지번수,공장용지_지번수,토지소재지,양어장_면적,대_지번수,답_지번수,제방_면적,창고용지_지번수,수도용지_지번수,유원지_면적,1일 평균 이용자수,마을회관명,재질,입수연유,명칭,소장구분,소장품번호,주수량,국적_시대,교육시간,과정명,접수기간,교육기간,교육일수,교육장소,교육일
개 편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,개 편,공립-함안박물관-국가귀속,1217,1,삼국시대,,,,,,,
옹 구연부편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,옹 구연부편,공립-함안박물관-국가귀속,1218,1,삼국시대,,,,,,,
고배 구연부편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,고배 구연부편,공립-함안박물관-국가귀속,1219,1,삼국시대,,,,,,,
배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,배,공립-함안박물관-국가귀속,1220,1,삼국시대,,,,,,,
옹기구연부편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,옹기구연부편,공립-함안박물관-국가귀속,1221,1,조선시대,,,,,,,
관정 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,금속류,국가귀속,관정,공립-함안박물관-국가귀속,1222,1,조선시대,,,,,,,
관정 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,금속류,국가귀속,관정,공립-함안박물관-국가귀속,1223,1,조선시대,,,,,,,
파수부호 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,파수부호,공립-함안박물관-국가귀속,1224,1,통일신라시대,,,,,,,
파수부호 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,파수부호,공립-함안박물관-국가귀속,1225,1,통일신라시대,,,,,,,
호 구경부편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,호 구경부편,공립-함안박물관-국가귀속,1226,1,통일신라시대,,,,,,,
수키와편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,수키와편,공립-함안박물관-국가귀속,1227,1,통일신라시대,,,,,,,
암키와편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,암키와편,공립-함안박물관-국가귀속,1228,1,통일신라시대,,,,,,,
암키와편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,암키와편,공립-함안박물관-국가귀속,1229,1,통일신라시대,,,,,,,
암키와편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,암키와편,공립-함안박물관-국가귀속,1230,1,통일신라시대,,,,,,,
암키와편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,암키와편,공립-함안박물관-국가귀속,1231,1,통일신라시대,,,,,,,
자기 잔편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,자기 잔편,공립-함안박물관-국가귀속,1232,1,통일신라시대,,,,,,,
수막새편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,수막새편,공립-함안박물관-국가귀속,1233,1,통일신라시대,,,,,,,
수키와편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,수키와편,공립-함안박물관-국가귀속,1234,1,통일신라시대,,,,,,,
수키와편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,수키와편,공립-함안박물관-국가귀속,1235,1,통일신라시대,,,,,,,
암키와편 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,암키와편,공립-함안박물관-국가귀속,1236,1,통일신라시대,,,,,,,
고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,고배,공립-함안박물관-국가귀속,1237,1,삼국시대,,,,,,,
고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,고배,공립-함안박물관-국가귀속,1238,1,삼국시대,,,,,,,
고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,고배,공립-함안박물관-국가귀속,1239,1,삼국시대,,,,,,,
고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,고배,공립-함안박물관-국가귀속,1240,1,삼국시대,,,,,,,
고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,고배,공립-함안박물관-국가귀속,1241,1,삼국시대,,,,,,,
고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,고배,공립-함안박물관-국가귀속,1242,1,삼국시대,,,,,,,
파수부배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,파수부배,공립-함안박물관-국가귀속,1243,1,삼국시대,,,,,,,
고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,고배,공립-함안박물관-국가귀속,1244,1,삼국시대,,,,,,,
유자이기 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,금속류,국가귀속,유자이기,공립-함안박물관-국가귀속,1245,1,삼국시대,,,,,,,
대호 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,대호,공립-함안박물관-국가귀속,1246,1,삼국시대,,,,,,,
단경호 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,단경호,공립-함안박물관-국가귀속,1247,1,삼국시대,,,,,,,
단경호 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,단경호,공립-함안박물관-국가귀속,1248,1,삼국시대,,,,,,,
유개고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,유개고배,공립-함안박물관-국가귀속,1249,2,삼국시대,,,,,,,
유개고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,유개고배,공립-함안박물관-국가귀속,1250,2,삼국시대,,,,,,,
유개고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,유개고배,공립-함안박물관-국가귀속,1251,2,삼국시대,,,,,,,
개 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,개,공립-함안박물관-국가귀속,1252,1,삼국시대,,,,,,,
고배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,고배,공립-함안박물관-국가귀속,1253,1,삼국시대,,,,,,,
개배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,개배,공립-함안박물관-국가귀속,1254,2,삼국시대,,,,,,,
개배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,개배,공립-함안박물관-국가귀속,1255,2,삼국시대,,,,,,,
개배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,개배,공립-함안박물관-국가귀속,1256,2,삼국시대,,,,,,,
개배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,개배,공립-함안박물관-국가귀속,1257,2,삼국시대,,,,,,,
파수부배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,파수부배,공립-함안박물관-국가귀속,1258,1,삼국시대,,,,,,,
유개파수부배 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,유개파수부배,공립-함안박물관-국가귀속,1259,2,삼국시대,,,,,,,
유개파수부호 (경상남도 함안군 박물관소장품현황 20241028.csv),,,,,,,경상남도 함안군 박물관소장품현황 20241028.csv,경상남도_함안군_박물관소장품현황_20241028.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,토도류,국가귀속,유개파수부호,공립-함안박물관-국가귀속,1260,2,삼국시대,,,,,,,
